StrideIndex,Subject,Trial,Speed
1,AB19,levelground_ccw_fast_01_01_03,fast
2,AB19,levelground_ccw_fast_01_01_08,fast
3,AB19,levelground_ccw_fast_01_01_09,fast
4,AB19,levelground_ccw_fast_01_01_10,fast
5,AB19,levelground_ccw_fast_01_02_03,fast
6,AB19,levelground_ccw_fast_01_02_09,fast
7,AB19,levelground_ccw_fast_01_02_10,fast
8,AB19,levelground_ccw_fast_01_03_03,fast
9,AB19,levelground_ccw_fast_01_03_09,fast
10,AB19,levelground_ccw_fast_01_03_10,fast
11,AB19,levelground_ccw_fast_01_04_03,fast
12,AB19,levelground_ccw_fast_01_04_08,fast
13,AB19,levelground_ccw_fast_01_04_09,fast
14,AB19,levelground_ccw_fast_01_04_10,fast
15,AB19,levelground_ccw_fast_01_05_03,fast
16,AB19,levelground_ccw_fast_01_05_09,fast
17,AB19,levelground_ccw_fast_01_05_10,fast
18,AB19,levelground_ccw_normal_01_01_03,normal
19,AB19,levelground_ccw_normal_01_01_07,normal
20,AB19,levelground_ccw_normal_01_01_08,normal
21,AB19,levelground_ccw_normal_01_01_09,normal
22,AB19,levelground_ccw_normal_01_02_03,normal
23,AB19,levelground_ccw_normal_01_02_08,normal
24,AB19,levelground_ccw_normal_01_02_09,normal
25,AB19,levelground_ccw_normal_01_03_03,normal
26,AB19,levelground_ccw_normal_01_03_08,normal
27,AB19,levelground_ccw_normal_01_03_09,normal
28,AB19,levelground_ccw_normal_01_04_03,normal
29,AB19,levelground_ccw_normal_01_04_08,normal
30,AB19,levelground_ccw_normal_01_04_09,normal
31,AB19,levelground_ccw_normal_01_05_08,normal
32,AB19,levelground_ccw_normal_01_05_09,normal
33,AB19,levelground_ccw_slow_01_01_04,slow
34,AB19,levelground_ccw_slow_01_01_10,slow
35,AB19,levelground_ccw_slow_01_01_11,slow
36,AB19,levelground_ccw_slow_01_01_12,slow
37,AB19,levelground_ccw_slow_01_02_03,slow
38,AB19,levelground_ccw_slow_01_02_09,slow
39,AB19,levelground_ccw_slow_01_02_10,slow
40,AB19,levelground_ccw_slow_01_03_03,slow
41,AB19,levelground_ccw_slow_01_03_09,slow
42,AB19,levelground_ccw_slow_01_03_10,slow
43,AB19,levelground_ccw_slow_01_03_11,slow
44,AB19,levelground_ccw_slow_01_04_03,slow
45,AB19,levelground_ccw_slow_01_04_04,slow
46,AB19,levelground_ccw_slow_01_04_09,slow
47,AB19,levelground_ccw_slow_01_04_10,slow
48,AB19,levelground_ccw_slow_01_04_11,slow
49,AB19,levelground_ccw_slow_01_05_03,slow
50,AB19,levelground_ccw_slow_01_05_04,slow
51,AB19,levelground_ccw_slow_01_05_09,slow
52,AB19,levelground_ccw_slow_01_05_10,slow
53,AB19,levelground_ccw_slow_01_05_11,slow
54,AB19,levelground_cw_fast_01_01_02,fast
55,AB19,levelground_cw_fast_01_01_03,fast
56,AB19,levelground_cw_fast_01_01_04,fast
57,AB19,levelground_cw_fast_01_01_10,fast
58,AB19,levelground_cw_fast_01_01_11,fast
59,AB19,levelground_cw_fast_01_02_02,fast
60,AB19,levelground_cw_fast_01_02_03,fast
61,AB19,levelground_cw_fast_01_02_04,fast
62,AB19,levelground_cw_fast_01_02_10,fast
63,AB19,levelground_cw_fast_01_02_11,fast
64,AB19,levelground_cw_fast_01_03_03,fast
65,AB19,levelground_cw_fast_01_03_04,fast
66,AB19,levelground_cw_fast_01_03_10,fast
67,AB19,levelground_cw_fast_01_03_11,fast
68,AB19,levelground_cw_fast_01_04_02,fast
69,AB19,levelground_cw_fast_01_04_03,fast
70,AB19,levelground_cw_fast_01_04_04,fast
71,AB19,levelground_cw_fast_01_04_10,fast
72,AB19,levelground_cw_fast_01_04_11,fast
73,AB19,levelground_cw_fast_01_05_02,fast
74,AB19,levelground_cw_fast_01_05_03,fast
75,AB19,levelground_cw_fast_01_05_04,fast
76,AB19,levelground_cw_fast_01_05_10,fast
77,AB19,levelground_cw_fast_01_05_11,fast
78,AB19,levelground_cw_normal_01_01_02,normal
79,AB19,levelground_cw_normal_01_01_03,normal
80,AB19,levelground_cw_normal_01_01_04,normal
81,AB19,levelground_cw_normal_01_01_05,normal
82,AB19,levelground_cw_normal_01_01_11,normal
83,AB19,levelground_cw_normal_01_01_12,normal
84,AB19,levelground_cw_normal_01_02_01,normal
85,AB19,levelground_cw_normal_01_02_02,normal
86,AB19,levelground_cw_normal_01_02_03,normal
87,AB19,levelground_cw_normal_01_02_04,normal
88,AB19,levelground_cw_normal_01_02_10,normal
89,AB19,levelground_cw_normal_01_02_11,normal
90,AB19,levelground_cw_normal_01_03_02,normal
91,AB19,levelground_cw_normal_01_03_03,normal
92,AB19,levelground_cw_normal_01_03_04,normal
93,AB19,levelground_cw_normal_01_03_05,normal
94,AB19,levelground_cw_normal_01_03_11,normal
95,AB19,levelground_cw_normal_01_03_12,normal
96,AB19,levelground_cw_normal_01_04_02,normal
97,AB19,levelground_cw_normal_01_04_03,normal
98,AB19,levelground_cw_normal_01_04_04,normal
99,AB19,levelground_cw_normal_01_04_05,normal
100,AB19,levelground_cw_normal_01_04_11,normal
101,AB19,levelground_cw_normal_01_04_12,normal
102,AB19,levelground_cw_normal_01_05_02,normal
103,AB19,levelground_cw_normal_01_05_03,normal
104,AB19,levelground_cw_normal_01_05_04,normal
105,AB19,levelground_cw_normal_01_05_05,normal
106,AB19,levelground_cw_normal_01_05_11,normal
107,AB19,levelground_cw_normal_01_05_12,normal
108,AB19,levelground_cw_slow_01_01_02,slow
109,AB19,levelground_cw_slow_01_01_03,slow
110,AB19,levelground_cw_slow_01_01_04,slow
111,AB19,levelground_cw_slow_01_01_05,slow
112,AB19,levelground_cw_slow_01_01_06,slow
113,AB19,levelground_cw_slow_01_01_12,slow
114,AB19,levelground_cw_slow_01_01_13,slow
115,AB19,levelground_cw_slow_01_01_14,slow
116,AB19,levelground_cw_slow_01_02_02,slow
117,AB19,levelground_cw_slow_01_02_03,slow
118,AB19,levelground_cw_slow_01_02_04,slow
119,AB19,levelground_cw_slow_01_02_05,slow
120,AB19,levelground_cw_slow_01_02_11,slow
121,AB19,levelground_cw_slow_01_02_12,slow
122,AB19,levelground_cw_slow_01_02_13,slow
123,AB19,levelground_cw_slow_01_03_02,slow
124,AB19,levelground_cw_slow_01_03_03,slow
125,AB19,levelground_cw_slow_01_03_04,slow
126,AB19,levelground_cw_slow_01_03_05,slow
127,AB19,levelground_cw_slow_01_03_11,slow
128,AB19,levelground_cw_slow_01_03_12,slow
129,AB19,levelground_cw_slow_01_03_13,slow
130,AB19,levelground_cw_slow_01_04_02,slow
131,AB19,levelground_cw_slow_01_04_03,slow
132,AB19,levelground_cw_slow_01_04_04,slow
133,AB19,levelground_cw_slow_01_04_05,slow
134,AB19,levelground_cw_slow_01_04_11,slow
135,AB19,levelground_cw_slow_01_04_12,slow
136,AB19,levelground_cw_slow_01_04_13,slow
137,AB19,levelground_cw_slow_01_05_02,slow
