StrideIndex,Subject,Trial,Speed
1,AB25,LevelGround_ccw_fast_01_01_03,fast
2,AB25,LevelGround_ccw_fast_01_01_04,fast
3,AB25,LevelGround_ccw_fast_01_01_10,fast
4,AB25,LevelGround_ccw_fast_01_01_11,fast
5,AB25,LevelGround_ccw_fast_01_01_12,fast
6,AB25,LevelGround_ccw_fast_01_02_03,fast
7,AB25,LevelGround_ccw_fast_01_02_04,fast
8,AB25,LevelGround_ccw_fast_01_02_10,fast
9,AB25,LevelGround_ccw_fast_01_02_11,fast
10,AB25,LevelGround_ccw_fast_01_02_12,fast
11,AB25,LevelGround_ccw_fast_01_03_03,fast
12,AB25,LevelGround_ccw_fast_01_03_04,fast
13,AB25,LevelGround_ccw_fast_01_03_10,fast
14,AB25,LevelGround_ccw_fast_01_03_11,fast
15,AB25,LevelGround_ccw_fast_01_03_12,fast
16,AB25,LevelGround_ccw_fast_01_04_03,fast
17,AB25,LevelGround_ccw_fast_01_04_04,fast
18,AB25,LevelGround_ccw_fast_01_04_10,fast
19,AB25,LevelGround_ccw_fast_01_04_11,fast
20,AB25,LevelGround_ccw_fast_01_04_12,fast
21,AB25,LevelGround_ccw_fast_01_05_03,fast
22,AB25,LevelGround_ccw_fast_01_05_04,fast
23,AB25,LevelGround_ccw_fast_01_05_10,fast
24,AB25,LevelGround_ccw_fast_01_05_11,fast
25,AB25,LevelGround_ccw_fast_01_05_12,fast
26,AB25,LevelGround_ccw_normal_01_01_03,normal
27,AB25,LevelGround_ccw_normal_01_01_04,normal
28,AB25,LevelGround_ccw_normal_01_01_10,normal
29,AB25,LevelGround_ccw_normal_01_01_11,normal
30,AB25,LevelGround_ccw_normal_01_01_12,normal
31,AB25,LevelGround_ccw_normal_01_01_13,normal
32,AB25,LevelGround_ccw_normal_01_02_03,normal
33,AB25,LevelGround_ccw_normal_01_02_04,normal
34,AB25,LevelGround_ccw_normal_01_02_10,normal
35,AB25,LevelGround_ccw_normal_01_02_11,normal
36,AB25,LevelGround_ccw_normal_01_02_12,normal
37,AB25,LevelGround_ccw_normal_01_02_13,normal
38,AB25,LevelGround_ccw_normal_01_03_03,normal
39,AB25,LevelGround_ccw_normal_01_03_04,normal
40,AB25,LevelGround_ccw_normal_01_03_10,normal
41,AB25,LevelGround_ccw_normal_01_03_11,normal
42,AB25,LevelGround_ccw_normal_01_03_12,normal
43,AB25,LevelGround_ccw_normal_01_04_03,normal
44,AB25,LevelGround_ccw_normal_01_04_04,normal
45,AB25,LevelGround_ccw_normal_01_04_10,normal
46,AB25,LevelGround_ccw_normal_01_04_11,normal
47,AB25,LevelGround_ccw_normal_01_04_12,normal
48,AB25,LevelGround_ccw_normal_01_05_03,normal
49,AB25,LevelGround_ccw_normal_01_05_04,normal
50,AB25,LevelGround_ccw_normal_01_05_10,normal
51,AB25,LevelGround_ccw_normal_01_05_11,normal
52,AB25,LevelGround_ccw_normal_01_05_12,normal
53,AB25,LevelGround_ccw_slow_01_01_03,slow
54,AB25,LevelGround_ccw_slow_01_01_04,slow
55,AB25,LevelGround_ccw_slow_01_01_10,slow
56,AB25,LevelGround_ccw_slow_01_01_11,slow
57,AB25,LevelGround_ccw_slow_01_01_12,slow
58,AB25,LevelGround_ccw_slow_01_01_13,slow
59,AB25,LevelGround_ccw_slow_01_02_03,slow
60,AB25,LevelGround_ccw_slow_01_02_04,slow
61,AB25,LevelGround_ccw_slow_01_02_10,slow
62,AB25,LevelGround_ccw_slow_01_02_11,slow
63,AB25,LevelGround_ccw_slow_01_02_12,slow
64,AB25,LevelGround_ccw_slow_01_02_13,slow
65,AB25,LevelGround_ccw_slow_01_03_03,slow
66,AB25,LevelGround_ccw_slow_01_03_04,slow
67,AB25,LevelGround_ccw_slow_01_03_10,slow
68,AB25,LevelGround_ccw_slow_01_03_11,slow
69,AB25,LevelGround_ccw_slow_01_03_12,slow
70,AB25,LevelGround_ccw_slow_01_03_13,slow
71,AB25,LevelGround_ccw_slow_01_04_03,slow
72,AB25,LevelGround_ccw_slow_01_04_04,slow
73,AB25,LevelGround_ccw_slow_01_04_05,slow
74,AB25,LevelGround_ccw_slow_01_04_10,slow
75,AB25,LevelGround_ccw_slow_01_04_11,slow
76,AB25,LevelGround_ccw_slow_01_04_12,slow
77,AB25,LevelGround_ccw_slow_01_04_13,slow
78,AB25,LevelGround_ccw_slow_01_05_03,slow
79,AB25,LevelGround_ccw_slow_01_05_04,slow
80,AB25,LevelGround_ccw_slow_01_05_10,slow
81,AB25,LevelGround_ccw_slow_01_05_11,slow
82,AB25,LevelGround_ccw_slow_01_05_12,slow
83,AB25,LevelGround_ccw_slow_01_05_13,slow
84,AB25,LevelGround_cw_fast_01_01_02,fast
85,AB25,LevelGround_cw_fast_01_01_03,fast
86,AB25,LevelGround_cw_fast_01_01_04,fast
87,AB25,LevelGround_cw_fast_01_01_05,fast
88,AB25,LevelGround_cw_fast_01_01_12,fast
89,AB25,LevelGround_cw_fast_01_01_13,fast
90,AB25,LevelGround_cw_fast_01_01_14,fast
91,AB25,LevelGround_cw_fast_01_02_03,fast
92,AB25,LevelGround_cw_fast_01_02_04,fast
93,AB25,LevelGround_cw_fast_01_02_05,fast
94,AB25,LevelGround_cw_fast_01_02_06,fast
95,AB25,LevelGround_cw_fast_01_02_07,fast
96,AB25,LevelGround_cw_fast_01_02_13,fast
97,AB25,LevelGround_cw_fast_01_02_14,fast
98,AB25,LevelGround_cw_fast_01_02_15,fast
99,AB25,LevelGround_cw_fast_01_03_02,fast
100,AB25,LevelGround_cw_fast_01_03_03,fast
101,AB25,LevelGround_cw_fast_01_03_04,fast
102,AB25,LevelGround_cw_fast_01_03_05,fast
103,AB25,LevelGround_cw_fast_01_03_06,fast
104,AB25,LevelGround_cw_fast_01_03_12,fast
105,AB25,LevelGround_cw_fast_01_03_13,fast
106,AB25,LevelGround_cw_fast_01_03_14,fast
107,AB25,LevelGround_cw_fast_01_04_03,fast
108,AB25,LevelGround_cw_fast_01_04_04,fast
109,AB25,LevelGround_cw_fast_01_04_05,fast
110,AB25,LevelGround_cw_fast_01_04_06,fast
