StrideIndex,Subject,Trial,Speed
1,AB27,LevelGround_ccw_fast_01_01_03,fast
2,AB27,LevelGround_ccw_fast_01_01_09,fast
3,AB27,LevelGround_ccw_fast_01_01_10,fast
4,AB27,LevelGround_ccw_fast_01_02_03,fast
5,AB27,LevelGround_ccw_fast_01_02_09,fast
6,AB27,LevelGround_ccw_fast_01_02_10,fast
7,AB27,LevelGround_ccw_fast_01_03_03,fast
8,AB27,LevelGround_ccw_fast_01_03_09,fast
9,AB27,LevelGround_ccw_fast_01_03_10,fast
10,AB27,LevelGround_ccw_fast_01_04_03,fast
11,AB27,LevelGround_ccw_fast_01_04_09,fast
12,AB27,LevelGround_ccw_fast_01_04_10,fast
13,AB27,LevelGround_ccw_fast_01_05_03,fast
14,AB27,LevelGround_ccw_fast_01_05_09,fast
15,AB27,LevelGround_ccw_fast_01_05_10,fast
16,AB27,LevelGround_ccw_slow_01_01_03,slow
17,AB27,LevelGround_ccw_slow_01_01_04,slow
18,AB27,LevelGround_ccw_slow_01_01_09,slow
19,AB27,LevelGround_ccw_slow_01_01_10,slow
20,AB27,LevelGround_ccw_slow_01_01_11,slow
21,AB27,LevelGround_ccw_slow_01_02_03,slow
22,AB27,LevelGround_ccw_slow_01_02_04,slow
23,AB27,LevelGround_ccw_slow_01_02_09,slow
24,AB27,LevelGround_ccw_slow_01_02_10,slow
25,AB27,LevelGround_ccw_slow_01_02_11,slow
26,AB27,LevelGround_ccw_slow_01_03_03,slow
27,AB27,LevelGround_ccw_slow_01_03_04,slow
28,AB27,LevelGround_ccw_slow_01_03_09,slow
29,AB27,LevelGround_ccw_slow_01_03_10,slow
30,AB27,LevelGround_ccw_slow_01_04_04,slow
31,AB27,LevelGround_ccw_slow_01_04_05,slow
32,AB27,LevelGround_ccw_slow_01_04_10,slow
33,AB27,LevelGround_ccw_slow_01_04_11,slow
34,AB27,LevelGround_cw_normal_01_01_02,normal
35,AB27,LevelGround_cw_normal_01_01_03,normal
36,AB27,LevelGround_cw_normal_01_01_04,normal
37,AB27,LevelGround_cw_normal_01_01_10,normal
38,AB27,LevelGround_cw_normal_01_01_11,normal
39,AB27,LevelGround_cw_normal_01_02_02,normal
40,AB27,LevelGround_cw_normal_01_02_03,normal
41,AB27,LevelGround_cw_normal_01_02_04,normal
42,AB27,LevelGround_cw_normal_01_02_05,normal
43,AB27,LevelGround_cw_normal_01_02_11,normal
44,AB27,LevelGround_cw_normal_01_02_12,normal
45,AB27,LevelGround_cw_normal_01_03_02,normal
46,AB27,LevelGround_cw_normal_01_03_03,normal
47,AB27,LevelGround_cw_normal_01_03_04,normal
48,AB27,LevelGround_cw_normal_01_03_05,normal
49,AB27,LevelGround_cw_normal_01_03_11,normal
50,AB27,LevelGround_cw_normal_01_03_12,normal
51,AB27,LevelGround_cw_normal_01_04_02,normal
52,AB27,LevelGround_cw_normal_01_04_03,normal
53,AB27,LevelGround_cw_normal_01_04_04,normal
54,AB27,LevelGround_cw_normal_01_04_05,normal
55,AB27,LevelGround_cw_normal_01_04_11,normal
56,AB27,LevelGround_cw_normal_01_04_12,normal
57,AB27,LevelGround_cw_normal_01_05_02,normal
58,AB27,LevelGround_cw_normal_01_05_03,normal
59,AB27,LevelGround_cw_normal_01_05_04,normal
60,AB27,LevelGround_cw_normal_01_05_10,normal
61,AB27,LevelGround_cw_normal_01_05_11,normal
62,AB27,LevelGround_cw_slow_01_01_02,slow
63,AB27,LevelGround_cw_slow_01_01_03,slow
64,AB27,LevelGround_cw_slow_01_01_04,slow
65,AB27,LevelGround_cw_slow_01_01_05,slow
66,AB27,LevelGround_cw_slow_01_01_11,slow
67,AB27,LevelGround_cw_slow_01_01_12,slow
68,AB27,LevelGround_cw_slow_01_02_02,slow
69,AB27,LevelGround_cw_slow_01_02_03,slow
70,AB27,LevelGround_cw_slow_01_02_04,slow
71,AB27,LevelGround_cw_slow_01_02_05,slow
72,AB27,LevelGround_cw_slow_01_02_11,slow
73,AB27,LevelGround_cw_slow_01_02_12,slow
74,AB27,LevelGround_cw_slow_01_03_02,slow
75,AB27,LevelGround_cw_slow_01_03_03,slow
76,AB27,LevelGround_cw_slow_01_03_04,slow
77,AB27,LevelGround_cw_slow_01_03_05,slow
78,AB27,LevelGround_cw_slow_01_03_11,slow
79,AB27,LevelGround_cw_slow_01_03_12,slow
80,AB27,LevelGround_cw_slow_01_04_02,slow
81,AB27,LevelGround_cw_slow_01_04_03,slow
82,AB27,LevelGround_cw_slow_01_04_04,slow
83,AB27,LevelGround_cw_slow_01_04_05,slow
84,AB27,LevelGround_cw_slow_01_04_11,slow
85,AB27,LevelGround_cw_slow_01_04_12,slow
86,AB27,LevelGround_cw_slow_01_05_02,slow
87,AB27,LevelGround_cw_slow_01_05_03,slow
88,AB27,LevelGround_cw_slow_01_05_04,slow
89,AB27,LevelGround_cw_slow_01_05_05,slow
