StrideIndex,Subject,Trial,Speed
1,AB21,levelground_ccw_fast_01_01_08,fast
2,AB21,levelground_ccw_fast_01_02_08,fast
3,AB21,levelground_ccw_fast_01_02_09,fast
4,AB21,levelground_ccw_fast_01_03_03,fast
5,AB21,levelground_ccw_fast_01_03_08,fast
6,AB21,levelground_ccw_fast_01_04_08,fast
7,AB21,levelground_ccw_fast_01_05_08,fast
8,AB21,levelground_ccw_fast_02_01_07,fast
9,AB21,levelground_ccw_fast_02_01_08,fast
10,AB21,levelground_ccw_normal_01_01_03,normal
11,AB21,levelground_ccw_normal_01_01_08,normal
12,AB21,levelground_ccw_normal_01_01_09,normal
13,AB21,levelground_ccw_normal_01_01_10,normal
14,AB21,levelground_ccw_normal_01_02_03,normal
15,AB21,levelground_ccw_normal_01_02_09,normal
16,AB21,levelground_ccw_normal_01_02_10,normal
17,AB21,levelground_ccw_normal_01_03_02,normal
18,AB21,levelground_ccw_normal_01_03_08,normal
19,AB21,levelground_ccw_normal_01_03_09,normal
20,AB21,levelground_ccw_normal_01_04_03,normal
21,AB21,levelground_ccw_normal_01_04_09,normal
22,AB21,levelground_ccw_normal_01_04_10,normal
23,AB21,levelground_ccw_normal_01_05_03,normal
24,AB21,levelground_ccw_normal_01_05_09,normal
25,AB21,levelground_ccw_normal_01_05_10,normal
26,AB21,levelground_ccw_slow_01_01_03,slow
27,AB21,levelground_ccw_slow_01_01_09,slow
28,AB21,levelground_ccw_slow_01_01_10,slow
29,AB21,levelground_ccw_slow_01_02_03,slow
30,AB21,levelground_ccw_slow_01_02_09,slow
31,AB21,levelground_ccw_slow_01_02_10,slow
32,AB21,levelground_ccw_slow_01_03_04,slow
33,AB21,levelground_ccw_slow_01_03_10,slow
34,AB21,levelground_ccw_slow_01_03_11,slow
35,AB21,levelground_ccw_slow_01_04_04,slow
36,AB21,levelground_ccw_slow_01_04_10,slow
37,AB21,levelground_ccw_slow_01_04_11,slow
38,AB21,levelground_ccw_slow_01_04_12,slow
39,AB21,levelground_ccw_slow_01_05_04,slow
40,AB21,levelground_ccw_slow_01_05_10,slow
41,AB21,levelground_ccw_slow_01_05_11,slow
42,AB21,levelground_ccw_slow_01_05_12,slow
43,AB21,levelground_ccw_slow_01_05_13,slow
44,AB21,levelground_ccw_slow_01_06_04,slow
45,AB21,levelground_ccw_slow_01_06_10,slow
46,AB21,levelground_ccw_slow_01_06_11,slow
47,AB21,levelground_ccw_slow_01_06_12,slow
48,AB21,levelground_cw_fast_01_01_02,fast
49,AB21,levelground_cw_fast_01_01_03,fast
50,AB21,levelground_cw_fast_01_01_04,fast
51,AB21,levelground_cw_fast_01_01_10,fast
52,AB21,levelground_cw_fast_01_02_02,fast
53,AB21,levelground_cw_fast_01_02_03,fast
54,AB21,levelground_cw_fast_01_02_04,fast
55,AB21,levelground_cw_fast_01_02_10,fast
56,AB21,levelground_cw_fast_01_03_01,fast
57,AB21,levelground_cw_fast_01_03_02,fast
58,AB21,levelground_cw_fast_01_03_03,fast
59,AB21,levelground_cw_fast_01_03_09,fast
60,AB21,levelground_cw_normal_01_01_02,normal
61,AB21,levelground_cw_normal_01_01_03,normal
62,AB21,levelground_cw_normal_01_01_04,normal
63,AB21,levelground_cw_normal_01_01_10,normal
64,AB21,levelground_cw_normal_01_01_11,normal
65,AB21,levelground_cw_normal_01_02_03,normal
66,AB21,levelground_cw_normal_01_02_04,normal
67,AB21,levelground_cw_normal_01_02_05,normal
68,AB21,levelground_cw_normal_01_02_11,normal
69,AB21,levelground_cw_normal_01_02_12,normal
70,AB21,levelground_cw_normal_01_03_02,normal
71,AB21,levelground_cw_normal_01_03_03,normal
72,AB21,levelground_cw_normal_01_03_04,normal
73,AB21,levelground_cw_normal_01_03_10,normal
74,AB21,levelground_cw_normal_01_03_11,normal
75,AB21,levelground_cw_normal_01_04_02,normal
76,AB21,levelground_cw_normal_01_04_03,normal
77,AB21,levelground_cw_normal_01_04_04,normal
78,AB21,levelground_cw_normal_01_04_05,normal
79,AB21,levelground_cw_normal_01_04_10,normal
80,AB21,levelground_cw_normal_01_04_11,normal
81,AB21,levelground_cw_normal_01_05_03,normal
82,AB21,levelground_cw_normal_01_05_04,normal
83,AB21,levelground_cw_normal_01_05_05,normal
84,AB21,levelground_cw_normal_01_05_11,normal
85,AB21,levelground_cw_normal_01_05_12,normal
86,AB21,levelground_cw_slow_01_01_02,slow
87,AB21,levelground_cw_slow_01_01_03,slow
88,AB21,levelground_cw_slow_01_01_04,slow
89,AB21,levelground_cw_slow_01_01_05,slow
90,AB21,levelground_cw_slow_01_01_11,slow
91,AB21,levelground_cw_slow_01_01_12,slow
92,AB21,levelground_cw_slow_01_02_02,slow
93,AB21,levelground_cw_slow_01_02_03,slow
94,AB21,levelground_cw_slow_01_02_04,slow
95,AB21,levelground_cw_slow_01_02_05,slow
96,AB21,levelground_cw_slow_01_02_11,slow
97,AB21,levelground_cw_slow_01_02_12,slow
98,AB21,levelground_cw_slow_01_03_02,slow
99,AB21,levelground_cw_slow_01_03_03,slow
100,AB21,levelground_cw_slow_01_03_04,slow
101,AB21,levelground_cw_slow_01_03_05,slow
102,AB21,levelground_cw_slow_01_03_11,slow
103,AB21,levelground_cw_slow_01_03_12,slow
104,AB21,levelground_cw_slow_01_04_01,slow
105,AB21,levelground_cw_slow_01_04_02,slow
106,AB21,levelground_cw_slow_01_04_03,slow
107,AB21,levelground_cw_slow_01_04_04,slow
108,AB21,levelground_cw_slow_01_04_10,slow
109,AB21,levelground_cw_slow_01_04_11,slow
110,AB21,levelground_cw_slow_01_05_02,slow
111,AB21,levelground_cw_slow_01_05_03,slow
112,AB21,levelground_cw_slow_01_05_04,slow
113,AB21,levelground_cw_slow_01_05_05,slow
114,AB21,levelground_cw_slow_01_05_11,slow
115,AB21,levelground_cw_slow_01_05_12,slow
