StrideIndex,Subject,Trial,Speed
1,AB15,levelground_ccw_fast_01_01_07,fast
2,AB15,levelground_ccw_fast_01_01_08,fast
3,AB15,levelground_ccw_fast_01_02_03,fast
4,AB15,levelground_ccw_fast_01_02_07,fast
5,AB15,levelground_ccw_fast_01_02_08,fast
6,AB15,levelground_ccw_fast_01_03_07,fast
7,AB15,levelground_ccw_fast_01_03_08,fast
8,AB15,levelground_ccw_fast_01_04_03,fast
9,AB15,levelground_ccw_fast_01_04_07,fast
10,AB15,levelground_ccw_fast_01_04_08,fast
11,AB15,levelground_ccw_fast_01_05_03,fast
12,AB15,levelground_ccw_fast_01_05_07,fast
13,AB15,levelground_ccw_fast_01_05_08,fast
14,AB15,levelground_ccw_normal_01_01_07,normal
15,AB15,levelground_ccw_normal_01_01_08,normal
16,AB15,levelground_ccw_normal_01_02_07,normal
17,AB15,levelground_ccw_normal_01_02_08,normal
18,AB15,levelground_ccw_normal_01_02_09,normal
19,AB15,levelground_ccw_normal_01_03_07,normal
20,AB15,levelground_ccw_normal_01_03_08,normal
21,AB15,levelground_ccw_normal_01_03_09,normal
22,AB15,levelground_ccw_normal_01_04_07,normal
23,AB15,levelground_ccw_normal_01_04_08,normal
24,AB15,levelground_ccw_normal_01_04_09,normal
25,AB15,levelground_ccw_slow_01_01_03,slow
26,AB15,levelground_ccw_slow_01_01_04,slow
27,AB15,levelground_ccw_slow_01_01_10,slow
28,AB15,levelground_ccw_slow_01_01_11,slow
29,AB15,levelground_ccw_slow_01_01_12,slow
30,AB15,levelground_ccw_slow_01_02_03,slow
31,AB15,levelground_ccw_slow_01_02_09,slow
32,AB15,levelground_ccw_slow_01_02_10,slow
33,AB15,levelground_ccw_slow_01_02_11,slow
34,AB15,levelground_ccw_slow_01_03_03,slow
35,AB15,levelground_ccw_slow_01_03_04,slow
36,AB15,levelground_ccw_slow_01_03_10,slow
37,AB15,levelground_ccw_slow_01_03_11,slow
38,AB15,levelground_ccw_slow_01_03_12,slow
39,AB15,levelground_ccw_slow_01_04_03,slow
40,AB15,levelground_ccw_slow_01_04_04,slow
41,AB15,levelground_ccw_slow_01_04_10,slow
42,AB15,levelground_ccw_slow_01_04_11,slow
43,AB15,levelground_ccw_slow_01_04_12,slow
44,AB15,levelground_ccw_slow_01_05_03,slow
45,AB15,levelground_ccw_slow_01_05_10,slow
46,AB15,levelground_ccw_slow_01_05_11,slow
47,AB15,levelground_ccw_slow_01_05_12,slow
48,AB15,levelground_cw_fast_01_01_02,fast
49,AB15,levelground_cw_fast_01_01_03,fast
50,AB15,levelground_cw_fast_01_01_04,fast
51,AB15,levelground_cw_fast_01_01_09,fast
52,AB15,levelground_cw_fast_01_02_02,fast
53,AB15,levelground_cw_fast_01_02_03,fast
54,AB15,levelground_cw_fast_01_02_04,fast
55,AB15,levelground_cw_fast_01_02_09,fast
56,AB15,levelground_cw_fast_01_03_01,fast
57,AB15,levelground_cw_fast_01_03_02,fast
58,AB15,levelground_cw_fast_01_03_03,fast
59,AB15,levelground_cw_fast_01_04_02,fast
60,AB15,levelground_cw_fast_01_04_03,fast
61,AB15,levelground_cw_fast_01_04_04,fast
62,AB15,levelground_cw_fast_01_04_09,fast
63,AB15,levelground_cw_fast_01_05_02,fast
64,AB15,levelground_cw_fast_01_05_03,fast
65,AB15,levelground_cw_fast_01_05_04,fast
66,AB15,levelground_cw_fast_01_05_09,fast
67,AB15,levelground_cw_fast_01_06_02,fast
68,AB15,levelground_cw_fast_01_06_03,fast
69,AB15,levelground_cw_fast_01_06_04,fast
70,AB15,levelground_cw_fast_01_06_09,fast
71,AB15,levelground_cw_normal_01_01_02,normal
72,AB15,levelground_cw_normal_01_01_03,normal
73,AB15,levelground_cw_normal_01_01_04,normal
74,AB15,levelground_cw_normal_01_01_10,normal
75,AB15,levelground_cw_normal_01_02_02,normal
76,AB15,levelground_cw_normal_01_02_03,normal
77,AB15,levelground_cw_normal_01_02_04,normal
78,AB15,levelground_cw_normal_01_02_10,normal
79,AB15,levelground_cw_normal_01_03_02,normal
80,AB15,levelground_cw_normal_01_03_03,normal
81,AB15,levelground_cw_normal_01_03_04,normal
82,AB15,levelground_cw_normal_01_03_10,normal
83,AB15,levelground_cw_slow_01_01_02,slow
84,AB15,levelground_cw_slow_01_01_03,slow
85,AB15,levelground_cw_slow_01_01_04,slow
86,AB15,levelground_cw_slow_01_01_05,slow
87,AB15,levelground_cw_slow_01_01_11,slow
88,AB15,levelground_cw_slow_01_01_12,slow
89,AB15,levelground_cw_slow_01_02_02,slow
90,AB15,levelground_cw_slow_01_02_03,slow
91,AB15,levelground_cw_slow_01_02_04,slow
92,AB15,levelground_cw_slow_01_02_05,slow
