StrideIndex,Subject,Trial,Speed
1,AB06,levelground_ccw_fast_01_01_03,fast
2,AB06,levelground_ccw_fast_01_01_07,fast
3,AB06,levelground_ccw_fast_01_01_08,fast
4,AB06,levelground_ccw_fast_02_01_03,fast
5,AB06,levelground_ccw_fast_02_01_07,fast
6,AB06,levelground_ccw_fast_02_01_08,fast
7,AB06,levelground_ccw_fast_03_01_03,fast
8,AB06,levelground_ccw_fast_03_01_08,fast
9,AB06,levelground_ccw_fast_04_01_03,fast
10,AB06,levelground_ccw_fast_04_01_08,fast
11,AB06,levelground_ccw_fast_05_01_03,fast
12,AB06,levelground_ccw_fast_05_01_07,fast
13,AB06,levelground_ccw_fast_05_01_08,fast
14,AB06,levelground_ccw_normal_01_01_04,normal
15,AB06,levelground_ccw_normal_01_01_08,normal
16,AB06,levelground_ccw_normal_01_01_09,normal
17,AB06,levelground_ccw_normal_01_01_10,normal
18,AB06,levelground_ccw_normal_02_01_04,normal
19,AB06,levelground_ccw_normal_02_01_09,normal
20,AB06,levelground_ccw_normal_02_01_10,normal
21,AB06,levelground_ccw_normal_03_01_03,normal
22,AB06,levelground_ccw_normal_03_01_08,normal
23,AB06,levelground_ccw_normal_03_01_09,normal
24,AB06,levelground_ccw_normal_04_01_03,normal
25,AB06,levelground_ccw_normal_04_01_08,normal
26,AB06,levelground_ccw_normal_04_01_09,normal
27,AB06,levelground_ccw_normal_05_01_03,normal
28,AB06,levelground_ccw_normal_05_01_07,normal
29,AB06,levelground_ccw_normal_05_01_08,normal
30,AB06,levelground_ccw_normal_05_01_09,normal
31,AB06,levelground_ccw_slow_01_01_04,slow
32,AB06,levelground_ccw_slow_01_01_05,slow
33,AB06,levelground_ccw_slow_01_01_10,slow
34,AB06,levelground_ccw_slow_01_01_11,slow
35,AB06,levelground_ccw_slow_01_01_12,slow
36,AB06,levelground_ccw_slow_02_01_04,slow
37,AB06,levelground_ccw_slow_02_01_05,slow
38,AB06,levelground_ccw_slow_02_01_10,slow
39,AB06,levelground_ccw_slow_02_01_11,slow
40,AB06,levelground_ccw_slow_03_01_04,slow
41,AB06,levelground_ccw_slow_03_01_05,slow
42,AB06,levelground_ccw_slow_03_01_10,slow
43,AB06,levelground_ccw_slow_03_01_11,slow
44,AB06,levelground_ccw_slow_04_01_03,slow
45,AB06,levelground_ccw_slow_04_01_04,slow
46,AB06,levelground_ccw_slow_04_01_09,slow
47,AB06,levelground_ccw_slow_04_01_10,slow
48,AB06,levelground_ccw_slow_05_01_03,slow
49,AB06,levelground_ccw_slow_05_01_04,slow
50,AB06,levelground_ccw_slow_05_01_09,slow
51,AB06,levelground_ccw_slow_05_01_10,slow
52,AB06,levelground_ccw_slow_05_01_11,slow
53,AB06,levelground_cw_fast_01_01_03,fast
54,AB06,levelground_cw_fast_01_01_04,fast
55,AB06,levelground_cw_fast_01_01_05,fast
56,AB06,levelground_cw_fast_01_01_10,fast
57,AB06,levelground_cw_fast_02_01_02,fast
58,AB06,levelground_cw_fast_02_01_03,fast
59,AB06,levelground_cw_fast_02_01_04,fast
60,AB06,levelground_cw_fast_02_01_09,fast
61,AB06,levelground_cw_fast_03_01_02,fast
62,AB06,levelground_cw_fast_03_01_03,fast
63,AB06,levelground_cw_fast_03_01_04,fast
64,AB06,levelground_cw_fast_03_01_09,fast
65,AB06,levelground_cw_fast_04_01_03,fast
66,AB06,levelground_cw_fast_04_01_04,fast
67,AB06,levelground_cw_fast_04_01_05,fast
68,AB06,levelground_cw_fast_04_01_10,fast
69,AB06,levelground_cw_fast_05_01_03,fast
70,AB06,levelground_cw_fast_05_01_04,fast
71,AB06,levelground_cw_fast_05_01_05,fast
72,AB06,levelground_cw_fast_05_01_10,fast
73,AB06,levelground_cw_normal_01_01_03,normal
74,AB06,levelground_cw_normal_01_01_04,normal
75,AB06,levelground_cw_normal_01_01_05,normal
76,AB06,levelground_cw_normal_01_01_06,normal
77,AB06,levelground_cw_normal_01_01_11,normal
78,AB06,levelground_cw_normal_01_01_12,normal
79,AB06,levelground_cw_normal_02_01_03,normal
80,AB06,levelground_cw_normal_02_01_04,normal
81,AB06,levelground_cw_normal_02_01_05,normal
82,AB06,levelground_cw_normal_02_01_11,normal
83,AB06,levelground_cw_normal_02_01_12,normal
84,AB06,levelground_cw_normal_03_01_03,normal
85,AB06,levelground_cw_normal_03_01_04,normal
86,AB06,levelground_cw_normal_03_01_05,normal
87,AB06,levelground_cw_normal_03_01_06,normal
88,AB06,levelground_cw_normal_03_01_11,normal
89,AB06,levelground_cw_normal_03_01_12,normal
90,AB06,levelground_cw_normal_04_01_03,normal
91,AB06,levelground_cw_normal_04_01_04,normal
92,AB06,levelground_cw_normal_04_01_05,normal
93,AB06,levelground_cw_normal_04_01_06,normal
94,AB06,levelground_cw_normal_04_01_12,normal
95,AB06,levelground_cw_normal_04_01_13,normal
96,AB06,levelground_cw_normal_05_01_03,normal
97,AB06,levelground_cw_normal_05_01_04,normal
98,AB06,levelground_cw_normal_05_01_05,normal
99,AB06,levelground_cw_normal_05_01_06,normal
100,AB06,levelground_cw_normal_05_01_11,normal
101,AB06,levelground_cw_normal_05_01_12,normal
102,AB06,levelground_cw_slow_01_01_03,slow
103,AB06,levelground_cw_slow_01_01_04,slow
104,AB06,levelground_cw_slow_01_01_05,slow
105,AB06,levelground_cw_slow_01_01_06,slow
106,AB06,levelground_cw_slow_01_01_12,slow
107,AB06,levelground_cw_slow_01_01_13,slow
108,AB06,levelground_cw_slow_01_01_14,slow
109,AB06,levelground_cw_slow_02_01_03,slow
110,AB06,levelground_cw_slow_02_01_04,slow
111,AB06,levelground_cw_slow_02_01_05,slow
112,AB06,levelground_cw_slow_02_01_06,slow
113,AB06,levelground_cw_slow_02_01_12,slow
114,AB06,levelground_cw_slow_02_01_13,slow
115,AB06,levelground_cw_slow_02_01_14,slow
116,AB06,levelground_cw_slow_03_01_03,slow
117,AB06,levelground_cw_slow_03_01_04,slow
118,AB06,levelground_cw_slow_03_01_05,slow
119,AB06,levelground_cw_slow_03_01_06,slow
120,AB06,levelground_cw_slow_03_01_12,slow
121,AB06,levelground_cw_slow_03_01_13,slow
122,AB06,levelground_cw_slow_03_01_14,slow
123,AB06,levelground_cw_slow_04_01_03,slow
124,AB06,levelground_cw_slow_04_01_04,slow
125,AB06,levelground_cw_slow_04_01_05,slow
126,AB06,levelground_cw_slow_04_01_06,slow
127,AB06,levelground_cw_slow_04_01_12,slow
128,AB06,levelground_cw_slow_04_01_13,slow
129,AB06,levelground_cw_slow_04_01_14,slow
130,AB06,levelground_cw_slow_05_01_03,slow
131,AB06,levelground_cw_slow_05_01_04,slow
132,AB06,levelground_cw_slow_05_01_05,slow
133,AB06,levelground_cw_slow_05_01_06,slow
134,AB06,levelground_cw_slow_05_01_13,slow
135,AB06,levelground_cw_slow_05_01_14,slow
