StrideIndex,Subject,Trial,Speed
1,AB20,levelground_ccw_fast_01_01_08,fast
2,AB20,levelground_ccw_fast_01_01_09,fast
3,AB20,levelground_ccw_fast_01_02_08,fast
4,AB20,levelground_ccw_fast_01_02_09,fast
5,AB20,levelground_ccw_fast_01_03_09,fast
6,AB20,levelground_ccw_fast_01_03_10,fast
7,AB20,levelground_ccw_fast_01_04_08,fast
8,AB20,levelground_ccw_fast_01_04_09,fast
9,AB20,levelground_ccw_fast_01_05_09,fast
10,AB20,levelground_ccw_fast_01_05_10,fast
11,AB20,levelground_ccw_normal_01_01_03,normal
12,AB20,levelground_ccw_normal_01_01_09,normal
13,AB20,levelground_ccw_normal_01_01_10,normal
14,AB20,levelground_ccw_normal_01_02_05,normal
15,AB20,levelground_ccw_normal_01_02_10,normal
16,AB20,levelground_ccw_normal_01_02_11,normal
17,AB20,levelground_ccw_normal_01_03_08,normal
18,AB20,levelground_ccw_normal_01_03_09,normal
19,AB20,levelground_ccw_normal_01_04_05,normal
20,AB20,levelground_ccw_normal_01_04_10,normal
21,AB20,levelground_ccw_normal_01_04_11,normal
22,AB20,levelground_ccw_slow_01_01_03,slow
23,AB20,levelground_ccw_slow_01_01_04,slow
24,AB20,levelground_ccw_slow_01_01_09,slow
25,AB20,levelground_ccw_slow_01_01_10,slow
26,AB20,levelground_ccw_slow_01_01_11,slow
27,AB20,levelground_ccw_slow_01_02_03,slow
28,AB20,levelground_ccw_slow_01_02_04,slow
29,AB20,levelground_ccw_slow_01_02_09,slow
30,AB20,levelground_ccw_slow_01_02_10,slow
31,AB20,levelground_ccw_slow_01_02_11,slow
32,AB20,levelground_ccw_slow_01_03_03,slow
33,AB20,levelground_ccw_slow_01_03_04,slow
34,AB20,levelground_ccw_slow_01_03_09,slow
35,AB20,levelground_ccw_slow_01_03_10,slow
36,AB20,levelground_ccw_slow_01_03_11,slow
37,AB20,levelground_ccw_slow_01_04_04,slow
38,AB20,levelground_ccw_slow_01_04_10,slow
39,AB20,levelground_ccw_slow_01_04_11,slow
40,AB20,levelground_ccw_slow_01_04_12,slow
41,AB20,levelground_ccw_slow_01_05_03,slow
42,AB20,levelground_ccw_slow_01_05_04,slow
43,AB20,levelground_ccw_slow_01_05_09,slow
44,AB20,levelground_ccw_slow_01_05_10,slow
45,AB20,levelground_ccw_slow_01_05_11,slow
46,AB20,levelground_cw_fast_01_01_02,fast
47,AB20,levelground_cw_fast_01_01_03,fast
48,AB20,levelground_cw_fast_01_01_04,fast
49,AB20,levelground_cw_fast_01_01_10,fast
50,AB20,levelground_cw_fast_02_01_02,fast
51,AB20,levelground_cw_fast_02_01_03,fast
52,AB20,levelground_cw_fast_02_01_04,fast
53,AB20,levelground_cw_fast_02_01_10,fast
54,AB20,levelground_cw_fast_02_02_02,fast
55,AB20,levelground_cw_fast_02_02_03,fast
56,AB20,levelground_cw_fast_02_02_04,fast
57,AB20,levelground_cw_fast_02_02_10,fast
58,AB20,levelground_cw_fast_02_03_01,fast
59,AB20,levelground_cw_fast_02_03_02,fast
60,AB20,levelground_cw_fast_02_03_03,fast
61,AB20,levelground_cw_fast_02_03_09,fast
62,AB20,levelground_cw_normal_01_01_02,normal
63,AB20,levelground_cw_normal_01_01_03,normal
64,AB20,levelground_cw_normal_01_01_04,normal
65,AB20,levelground_cw_normal_01_01_05,normal
66,AB20,levelground_cw_normal_01_01_11,normal
67,AB20,levelground_cw_normal_01_01_12,normal
68,AB20,levelground_cw_normal_01_02_02,normal
69,AB20,levelground_cw_normal_01_02_03,normal
70,AB20,levelground_cw_normal_01_02_04,normal
71,AB20,levelground_cw_normal_01_02_05,normal
72,AB20,levelground_cw_normal_01_02_11,normal
73,AB20,levelground_cw_normal_01_02_12,normal
74,AB20,levelground_cw_normal_01_03_02,normal
75,AB20,levelground_cw_normal_01_03_03,normal
76,AB20,levelground_cw_normal_01_03_04,normal
77,AB20,levelground_cw_normal_01_03_05,normal
78,AB20,levelground_cw_normal_01_03_11,normal
79,AB20,levelground_cw_normal_01_03_12,normal
80,AB20,levelground_cw_normal_01_04_02,normal
81,AB20,levelground_cw_normal_01_04_03,normal
82,AB20,levelground_cw_normal_01_04_04,normal
83,AB20,levelground_cw_normal_01_04_05,normal
84,AB20,levelground_cw_normal_01_04_11,normal
85,AB20,levelground_cw_normal_01_04_12,normal
86,AB20,levelground_cw_normal_01_05_02,normal
87,AB20,levelground_cw_normal_01_05_03,normal
88,AB20,levelground_cw_normal_01_05_04,normal
