StrideIndex,Subject,Trial,Speed
1,AB24,levelground_ccw_fast_01_01_03,fast
2,AB24,levelground_ccw_fast_01_01_08,fast
3,AB24,levelground_ccw_fast_01_02_03,fast
4,AB24,levelground_ccw_fast_01_02_08,fast
5,AB24,levelground_ccw_fast_01_03_03,fast
6,AB24,levelground_ccw_fast_01_03_08,fast
7,AB24,levelground_ccw_fast_01_04_03,fast
8,AB24,levelground_ccw_fast_01_04_08,fast
9,AB24,levelground_ccw_fast_01_05_03,fast
10,AB24,levelground_ccw_fast_01_05_08,fast
11,AB24,levelground_ccw_normal_01_01_03,normal
12,AB24,levelground_ccw_normal_01_01_08,normal
13,AB24,levelground_ccw_normal_01_02_03,normal
14,AB24,levelground_ccw_normal_01_02_08,normal
15,AB24,levelground_ccw_normal_01_02_09,normal
16,AB24,levelground_ccw_normal_01_03_03,normal
17,AB24,levelground_ccw_normal_01_03_08,normal
18,AB24,levelground_ccw_normal_01_04_03,normal
19,AB24,levelground_ccw_normal_01_04_08,normal
20,AB24,levelground_ccw_normal_01_04_09,normal
21,AB24,levelground_ccw_normal_01_05_03,normal
22,AB24,levelground_ccw_normal_01_05_08,normal
23,AB24,levelground_ccw_normal_01_05_09,normal
24,AB24,levelground_ccw_normal_01_06_03,normal
25,AB24,levelground_ccw_normal_01_06_08,normal
26,AB24,levelground_ccw_normal_01_06_09,normal
27,AB24,levelground_ccw_slow_01_01_03,slow
28,AB24,levelground_ccw_slow_01_01_04,slow
29,AB24,levelground_ccw_slow_01_01_09,slow
30,AB24,levelground_ccw_slow_01_01_10,slow
31,AB24,levelground_ccw_slow_01_02_03,slow
32,AB24,levelground_ccw_slow_01_02_04,slow
33,AB24,levelground_ccw_slow_01_02_09,slow
34,AB24,levelground_ccw_slow_01_02_10,slow
35,AB24,levelground_ccw_slow_01_03_03,slow
36,AB24,levelground_ccw_slow_01_03_04,slow
37,AB24,levelground_ccw_slow_01_03_09,slow
38,AB24,levelground_ccw_slow_01_03_10,slow
39,AB24,levelground_ccw_slow_01_04_03,slow
40,AB24,levelground_ccw_slow_01_04_04,slow
41,AB24,levelground_ccw_slow_01_04_09,slow
42,AB24,levelground_ccw_slow_01_04_10,slow
43,AB24,levelground_ccw_slow_01_05_03,slow
44,AB24,levelground_ccw_slow_01_05_04,slow
45,AB24,levelground_ccw_slow_01_05_09,slow
46,AB24,levelground_ccw_slow_01_05_10,slow
47,AB24,levelground_ccw_slow_01_06_03,slow
48,AB24,levelground_ccw_slow_01_06_04,slow
49,AB24,levelground_ccw_slow_01_06_09,slow
50,AB24,levelground_ccw_slow_01_06_10,slow
51,AB24,levelground_cw_fast_01_01_02,fast
52,AB24,levelground_cw_fast_01_01_03,fast
53,AB24,levelground_cw_fast_01_01_04,fast
54,AB24,levelground_cw_fast_01_01_09,fast
55,AB24,levelground_cw_fast_01_02_03,fast
56,AB24,levelground_cw_fast_01_02_04,fast
57,AB24,levelground_cw_fast_01_02_05,fast
58,AB24,levelground_cw_fast_01_02_10,fast
59,AB24,levelground_cw_fast_01_03_03,fast
60,AB24,levelground_cw_fast_01_03_04,fast
61,AB24,levelground_cw_fast_01_03_05,fast
62,AB24,levelground_cw_fast_01_03_10,fast
63,AB24,levelground_cw_fast_01_04_03,fast
