StrideIndex,Subject,Trial,Speed
1,AB28,LevelGround_ccw_fast_01_01_02,fast
2,AB28,LevelGround_ccw_fast_01_01_08,fast
3,AB28,LevelGround_ccw_fast_01_01_09,fast
4,AB28,LevelGround_ccw_fast_01_02_03,fast
5,AB28,LevelGround_ccw_fast_01_02_09,fast
6,AB28,LevelGround_ccw_fast_01_02_10,fast
7,AB28,LevelGround_ccw_fast_01_03_04,fast
8,AB28,LevelGround_ccw_fast_01_03_05,fast
9,AB28,LevelGround_ccw_fast_01_03_10,fast
10,AB28,LevelGround_ccw_fast_01_03_11,fast
11,AB28,LevelGround_ccw_fast_01_04_03,fast
12,AB28,LevelGround_ccw_fast_01_04_09,fast
13,AB28,LevelGround_ccw_fast_01_04_10,fast
14,AB28,LevelGround_ccw_fast_01_05_03,fast
15,AB28,LevelGround_ccw_fast_01_05_09,fast
16,AB28,LevelGround_ccw_fast_01_05_10,fast
17,AB28,LevelGround_ccw_normal_01_01_03,normal
18,AB28,LevelGround_ccw_normal_01_01_04,normal
19,AB28,LevelGround_ccw_normal_01_01_09,normal
20,AB28,LevelGround_ccw_normal_01_01_10,normal
21,AB28,LevelGround_ccw_normal_01_01_11,normal
22,AB28,LevelGround_ccw_normal_01_02_03,normal
23,AB28,LevelGround_ccw_normal_01_02_09,normal
24,AB28,LevelGround_ccw_normal_01_02_10,normal
25,AB28,LevelGround_ccw_normal_01_02_11,normal
26,AB28,LevelGround_ccw_normal_01_03_03,normal
27,AB28,LevelGround_ccw_normal_01_03_04,normal
28,AB28,LevelGround_ccw_normal_01_03_09,normal
29,AB28,LevelGround_ccw_normal_01_03_10,normal
30,AB28,LevelGround_ccw_normal_01_03_11,normal
31,AB28,LevelGround_ccw_normal_01_04_03,normal
32,AB28,LevelGround_ccw_normal_01_04_09,normal
33,AB28,LevelGround_ccw_normal_01_04_10,normal
34,AB28,LevelGround_ccw_normal_01_04_11,normal
35,AB28,LevelGround_ccw_normal_01_05_03,normal
36,AB28,LevelGround_ccw_normal_01_05_09,normal
37,AB28,LevelGround_ccw_normal_01_05_10,normal
38,AB28,LevelGround_ccw_normal_01_05_11,normal
39,AB28,LevelGround_ccw_slow_01_01_03,slow
40,AB28,LevelGround_ccw_slow_01_01_04,slow
41,AB28,LevelGround_ccw_slow_01_01_05,slow
42,AB28,LevelGround_ccw_slow_01_01_10,slow
43,AB28,LevelGround_ccw_slow_01_01_11,slow
44,AB28,LevelGround_ccw_slow_01_01_12,slow
45,AB28,LevelGround_ccw_slow_01_01_13,slow
46,AB28,LevelGround_ccw_slow_01_02_03,slow
47,AB28,LevelGround_ccw_slow_01_02_04,slow
48,AB28,LevelGround_ccw_slow_01_02_05,slow
49,AB28,LevelGround_ccw_slow_01_02_10,slow
50,AB28,LevelGround_ccw_slow_01_02_11,slow
51,AB28,LevelGround_ccw_slow_01_02_12,slow
52,AB28,LevelGround_ccw_slow_01_02_13,slow
53,AB28,LevelGround_ccw_slow_01_03_03,slow
54,AB28,LevelGround_ccw_slow_01_03_04,slow
55,AB28,LevelGround_ccw_slow_01_03_10,slow
56,AB28,LevelGround_ccw_slow_01_03_11,slow
57,AB28,LevelGround_ccw_slow_01_03_12,slow
58,AB28,LevelGround_ccw_slow_01_03_13,slow
59,AB28,LevelGround_ccw_slow_01_04_03,slow
60,AB28,LevelGround_ccw_slow_01_04_04,slow
61,AB28,LevelGround_ccw_slow_01_04_05,slow
62,AB28,LevelGround_ccw_slow_01_04_10,slow
63,AB28,LevelGround_ccw_slow_01_04_11,slow
64,AB28,LevelGround_ccw_slow_01_04_12,slow
65,AB28,LevelGround_ccw_slow_01_04_13,slow
66,AB28,LevelGround_ccw_slow_01_05_03,slow
67,AB28,LevelGround_ccw_slow_01_05_04,slow
68,AB28,LevelGround_ccw_slow_01_05_05,slow
69,AB28,LevelGround_ccw_slow_01_05_10,slow
70,AB28,LevelGround_ccw_slow_01_05_11,slow
71,AB28,LevelGround_ccw_slow_01_05_12,slow
72,AB28,LevelGround_ccw_slow_01_05_13,slow
73,AB28,LevelGround_cw_normal_01_01_03,normal
74,AB28,LevelGround_cw_normal_01_01_04,normal
75,AB28,LevelGround_cw_normal_01_01_05,normal
76,AB28,LevelGround_cw_normal_01_01_12,normal
77,AB28,LevelGround_cw_normal_01_01_13,normal
78,AB28,LevelGround_cw_normal_01_02_02,normal
79,AB28,LevelGround_cw_normal_01_02_03,normal
80,AB28,LevelGround_cw_normal_01_02_04,normal
81,AB28,LevelGround_cw_normal_01_02_05,normal
82,AB28,LevelGround_cw_normal_01_02_11,normal
83,AB28,LevelGround_cw_normal_01_02_12,normal
84,AB28,LevelGround_cw_normal_01_02_13,normal
85,AB28,LevelGround_cw_normal_01_03_03,normal
86,AB28,LevelGround_cw_normal_01_03_04,normal
87,AB28,LevelGround_cw_normal_01_03_05,normal
88,AB28,LevelGround_cw_normal_01_03_06,normal
89,AB28,LevelGround_cw_normal_01_03_12,normal
90,AB28,LevelGround_cw_normal_01_03_13,normal
91,AB28,LevelGround_cw_normal_01_04_02,normal
92,AB28,LevelGround_cw_normal_01_04_03,normal
93,AB28,LevelGround_cw_normal_01_04_04,normal
94,AB28,LevelGround_cw_normal_01_04_05,normal
95,AB28,LevelGround_cw_normal_01_04_11,normal
96,AB28,LevelGround_cw_normal_01_04_12,normal
97,AB28,LevelGround_cw_normal_01_05_02,normal
98,AB28,LevelGround_cw_normal_01_05_03,normal
99,AB28,LevelGround_cw_normal_01_05_04,normal
100,AB28,LevelGround_cw_normal_01_05_05,normal
101,AB28,LevelGround_cw_normal_01_05_11,normal
102,AB28,LevelGround_cw_normal_01_05_12,normal
103,AB28,LevelGround_cw_normal_01_05_13,normal
104,AB28,LevelGround_cw_slow_01_01_02,slow
105,AB28,LevelGround_cw_slow_01_01_03,slow
106,AB28,LevelGround_cw_slow_01_01_04,slow
107,AB28,LevelGround_cw_slow_01_01_05,slow
108,AB28,LevelGround_cw_slow_01_01_12,slow
109,AB28,LevelGround_cw_slow_01_01_13,slow
110,AB28,LevelGround_cw_slow_01_01_14,slow
111,AB28,LevelGround_cw_slow_01_02_02,slow
112,AB28,LevelGround_cw_slow_01_02_03,slow
113,AB28,LevelGround_cw_slow_01_02_04,slow
114,AB28,LevelGround_cw_slow_01_02_05,slow
115,AB28,LevelGround_cw_slow_01_02_12,slow
116,AB28,LevelGround_cw_slow_01_02_13,slow
117,AB28,LevelGround_cw_slow_01_02_14,slow
118,AB28,LevelGround_cw_slow_01_03_02,slow
119,AB28,LevelGround_cw_slow_01_03_03,slow
120,AB28,LevelGround_cw_slow_01_03_04,slow
121,AB28,LevelGround_cw_slow_01_03_05,slow
122,AB28,LevelGround_cw_slow_01_03_06,slow
123,AB28,LevelGround_cw_slow_01_03_13,slow
124,AB28,LevelGround_cw_slow_01_03_14,slow
