StrideIndex,Subject,Trial,Speed
1,AB11,levelground_ccw_fast_01_01_08,fast
2,AB11,levelground_ccw_fast_01_02_08,fast
3,AB11,levelground_ccw_fast_01_03_08,fast
4,AB11,levelground_ccw_fast_01_03_09,fast
5,AB11,levelground_ccw_fast_01_04_08,fast
6,AB11,levelground_ccw_fast_01_05_08,fast
7,AB11,levelground_ccw_fast_01_06_07,fast
8,AB11,levelground_ccw_fast_01_06_08,fast
9,AB11,levelground_ccw_normal_01_01_03,normal
10,AB11,levelground_ccw_normal_01_01_09,normal
11,AB11,levelground_ccw_normal_01_01_10,normal
12,AB11,levelground_ccw_normal_01_02_04,normal
13,AB11,levelground_ccw_normal_01_02_09,normal
14,AB11,levelground_ccw_normal_01_02_10,normal
15,AB11,levelground_ccw_normal_01_03_03,normal
16,AB11,levelground_ccw_normal_01_03_09,normal
17,AB11,levelground_ccw_normal_01_03_10,normal
18,AB11,levelground_ccw_normal_01_04_08,normal
19,AB11,levelground_ccw_normal_01_04_09,normal
20,AB11,levelground_ccw_normal_01_05_03,normal
21,AB11,levelground_ccw_normal_01_05_08,normal
22,AB11,levelground_ccw_normal_01_05_09,normal
23,AB11,levelground_ccw_normal_01_06_04,normal
24,AB11,levelground_ccw_normal_01_06_09,normal
25,AB11,levelground_ccw_normal_01_06_10,normal
26,AB11,levelground_ccw_normal_01_07_03,normal
27,AB11,levelground_ccw_normal_01_07_08,normal
28,AB11,levelground_ccw_normal_01_07_09,normal
29,AB11,levelground_ccw_slow_01_01_03,slow
30,AB11,levelground_ccw_slow_01_01_04,slow
31,AB11,levelground_ccw_slow_01_01_09,slow
32,AB11,levelground_ccw_slow_01_01_10,slow
33,AB11,levelground_ccw_slow_01_01_11,slow
34,AB11,levelground_ccw_slow_01_02_03,slow
35,AB11,levelground_ccw_slow_01_02_04,slow
36,AB11,levelground_ccw_slow_01_02_09,slow
37,AB11,levelground_ccw_slow_01_02_10,slow
38,AB11,levelground_ccw_slow_01_02_11,slow
39,AB11,levelground_ccw_slow_01_03_03,slow
40,AB11,levelground_ccw_slow_01_03_09,slow
41,AB11,levelground_ccw_slow_01_03_10,slow
42,AB11,levelground_ccw_slow_01_03_11,slow
43,AB11,levelground_ccw_slow_01_04_04,slow
44,AB11,levelground_ccw_slow_01_04_10,slow
45,AB11,levelground_ccw_slow_01_04_11,slow
46,AB11,levelground_ccw_slow_01_04_12,slow
47,AB11,levelground_cw_fast_01_01_02,fast
48,AB11,levelground_cw_fast_01_01_03,fast
49,AB11,levelground_cw_fast_01_01_04,fast
50,AB11,levelground_cw_fast_01_01_10,fast
51,AB11,levelground_cw_fast_01_02_02,fast
52,AB11,levelground_cw_fast_01_02_03,fast
53,AB11,levelground_cw_fast_01_02_04,fast
54,AB11,levelground_cw_fast_01_02_10,fast
55,AB11,levelground_cw_fast_01_03_02,fast
56,AB11,levelground_cw_fast_01_03_03,fast
57,AB11,levelground_cw_fast_01_03_04,fast
58,AB11,levelground_cw_fast_01_03_10,fast
59,AB11,levelground_cw_fast_01_03_11,fast
60,AB11,levelground_cw_fast_01_04_03,fast
61,AB11,levelground_cw_fast_01_04_04,fast
62,AB11,levelground_cw_fast_01_04_05,fast
63,AB11,levelground_cw_fast_01_04_11,fast
64,AB11,levelground_cw_fast_02_01_02,fast
65,AB11,levelground_cw_fast_02_01_03,fast
66,AB11,levelground_cw_fast_02_01_04,fast
67,AB11,levelground_cw_fast_02_01_10,fast
68,AB11,levelground_cw_normal_01_01_03,normal
69,AB11,levelground_cw_normal_01_01_04,normal
70,AB11,levelground_cw_normal_01_01_05,normal
71,AB11,levelground_cw_normal_01_01_06,normal
72,AB11,levelground_cw_normal_01_01_12,normal
73,AB11,levelground_cw_normal_01_01_13,normal
74,AB11,levelground_cw_normal_01_02_02,normal
75,AB11,levelground_cw_normal_01_02_03,normal
76,AB11,levelground_cw_normal_01_02_04,normal
77,AB11,levelground_cw_normal_01_02_11,normal
78,AB11,levelground_cw_normal_01_02_12,normal
