StrideIndex,Subject,Trial,Speed
1,AB16,levelground_ccw_fast_01_01_03,fast
2,AB16,levelground_ccw_fast_01_01_09,fast
3,AB16,levelground_ccw_fast_01_01_10,fast
4,AB16,levelground_ccw_fast_01_02_03,fast
5,AB16,levelground_ccw_fast_01_02_09,fast
6,AB16,levelground_ccw_fast_01_02_10,fast
7,AB16,levelground_ccw_fast_01_03_03,fast
8,AB16,levelground_ccw_fast_01_03_09,fast
9,AB16,levelground_ccw_fast_01_03_10,fast
10,AB16,levelground_ccw_fast_01_03_11,fast
11,AB16,levelground_ccw_fast_01_04_03,fast
12,AB16,levelground_ccw_fast_01_04_09,fast
13,AB16,levelground_ccw_fast_01_04_10,fast
14,AB16,levelground_ccw_fast_01_05_03,fast
15,AB16,levelground_ccw_fast_01_05_09,fast
16,AB16,levelground_ccw_fast_01_05_10,fast
17,AB16,levelground_ccw_normal_01_01_03,normal
18,AB16,levelground_ccw_normal_01_01_09,normal
19,AB16,levelground_ccw_normal_01_01_10,normal
20,AB16,levelground_ccw_normal_01_01_11,normal
21,AB16,levelground_ccw_normal_01_02_04,normal
22,AB16,levelground_ccw_normal_01_02_10,normal
23,AB16,levelground_ccw_normal_01_02_11,normal
24,AB16,levelground_ccw_normal_01_02_12,normal
25,AB16,levelground_ccw_normal_01_03_04,normal
26,AB16,levelground_ccw_normal_01_03_10,normal
27,AB16,levelground_ccw_normal_01_03_11,normal
28,AB16,levelground_ccw_normal_01_03_12,normal
29,AB16,levelground_ccw_normal_01_04_04,normal
30,AB16,levelground_ccw_normal_01_04_10,normal
31,AB16,levelground_ccw_normal_01_04_11,normal
32,AB16,levelground_ccw_normal_01_04_12,normal
33,AB16,levelground_ccw_normal_01_05_04,normal
34,AB16,levelground_ccw_normal_01_05_10,normal
35,AB16,levelground_ccw_normal_01_05_11,normal
36,AB16,levelground_ccw_normal_01_06_04,normal
37,AB16,levelground_ccw_normal_01_06_10,normal
38,AB16,levelground_ccw_normal_01_06_11,normal
39,AB16,levelground_ccw_normal_01_06_12,normal
40,AB16,levelground_ccw_slow_01_01_03,slow
41,AB16,levelground_ccw_slow_01_01_04,slow
42,AB16,levelground_ccw_slow_01_01_10,slow
43,AB16,levelground_ccw_slow_01_01_11,slow
44,AB16,levelground_ccw_slow_01_01_12,slow
45,AB16,levelground_ccw_slow_01_01_13,slow
46,AB16,levelground_ccw_slow_01_02_03,slow
47,AB16,levelground_ccw_slow_01_02_04,slow
48,AB16,levelground_ccw_slow_01_02_10,slow
49,AB16,levelground_ccw_slow_01_02_11,slow
50,AB16,levelground_ccw_slow_01_02_12,slow
51,AB16,levelground_ccw_slow_02_01_03,slow
52,AB16,levelground_ccw_slow_02_01_04,slow
53,AB16,levelground_ccw_slow_02_01_10,slow
54,AB16,levelground_ccw_slow_02_01_11,slow
55,AB16,levelground_ccw_slow_02_01_12,slow
56,AB16,levelground_ccw_slow_02_01_13,slow
57,AB16,levelground_ccw_slow_02_02_03,slow
58,AB16,levelground_ccw_slow_02_02_04,slow
59,AB16,levelground_ccw_slow_02_02_10,slow
60,AB16,levelground_ccw_slow_02_02_11,slow
61,AB16,levelground_ccw_slow_02_02_12,slow
62,AB16,levelground_ccw_slow_02_03_04,slow
63,AB16,levelground_ccw_slow_02_03_05,slow
64,AB16,levelground_ccw_slow_02_03_11,slow
65,AB16,levelground_ccw_slow_02_03_12,slow
66,AB16,levelground_ccw_slow_02_03_13,slow
67,AB16,levelground_ccw_slow_02_03_14,slow
68,AB16,levelground_cw_fast_01_01_02,fast
69,AB16,levelground_cw_fast_01_01_03,fast
70,AB16,levelground_cw_fast_01_01_04,fast
71,AB16,levelground_cw_fast_01_01_10,fast
72,AB16,levelground_cw_fast_01_01_11,fast
73,AB16,levelground_cw_fast_01_02_03,fast
74,AB16,levelground_cw_fast_01_02_04,fast
75,AB16,levelground_cw_fast_01_02_05,fast
76,AB16,levelground_cw_fast_01_02_11,fast
77,AB16,levelground_cw_fast_01_02_12,fast
78,AB16,levelground_cw_fast_01_03_02,fast
79,AB16,levelground_cw_fast_01_03_03,fast
80,AB16,levelground_cw_fast_01_03_04,fast
81,AB16,levelground_cw_fast_01_03_10,fast
82,AB16,levelground_cw_fast_01_03_11,fast
83,AB16,levelground_cw_fast_01_04_03,fast
84,AB16,levelground_cw_fast_01_04_04,fast
