StrideIndex,Subject,Trial,Speed
1,AB09,levelground_ccw_fast_01_01_03,fast
2,AB09,levelground_ccw_fast_01_01_09,fast
3,AB09,levelground_ccw_fast_01_01_10,fast
4,AB09,levelground_ccw_fast_01_02_03,fast
5,AB09,levelground_ccw_fast_01_02_09,fast
6,AB09,levelground_ccw_fast_01_02_10,fast
7,AB09,levelground_ccw_fast_01_03_03,fast
8,AB09,levelground_ccw_fast_01_03_09,fast
9,AB09,levelground_ccw_fast_01_03_10,fast
10,AB09,levelground_ccw_fast_01_04_03,fast
11,AB09,levelground_ccw_fast_01_04_08,fast
12,AB09,levelground_ccw_fast_01_04_09,fast
13,AB09,levelground_ccw_fast_01_04_10,fast
14,AB09,levelground_ccw_fast_01_05_03,fast
15,AB09,levelground_ccw_fast_01_05_09,fast
16,AB09,levelground_ccw_fast_01_05_10,fast
17,AB09,levelground_ccw_normal_01_01_03,normal
18,AB09,levelground_ccw_normal_01_01_09,normal
19,AB09,levelground_ccw_normal_01_01_10,normal
20,AB09,levelground_ccw_normal_01_01_11,normal
21,AB09,levelground_ccw_normal_01_02_04,normal
22,AB09,levelground_ccw_normal_01_02_10,normal
23,AB09,levelground_ccw_normal_01_02_11,normal
24,AB09,levelground_ccw_normal_01_02_12,normal
25,AB09,levelground_ccw_normal_01_03_03,normal
26,AB09,levelground_ccw_normal_01_03_09,normal
27,AB09,levelground_ccw_normal_01_03_10,normal
28,AB09,levelground_ccw_normal_01_03_11,normal
29,AB09,levelground_ccw_normal_01_04_04,normal
30,AB09,levelground_ccw_normal_01_04_10,normal
31,AB09,levelground_ccw_normal_01_04_11,normal
32,AB09,levelground_ccw_normal_01_04_12,normal
33,AB09,levelground_ccw_slow_01_01_03,slow
34,AB09,levelground_ccw_slow_01_01_04,slow
35,AB09,levelground_ccw_slow_01_01_10,slow
36,AB09,levelground_ccw_slow_01_01_11,slow
37,AB09,levelground_ccw_slow_01_01_12,slow
38,AB09,levelground_ccw_slow_01_01_13,slow
39,AB09,levelground_ccw_slow_01_02_03,slow
40,AB09,levelground_ccw_slow_01_02_10,slow
41,AB09,levelground_ccw_slow_01_02_11,slow
42,AB09,levelground_ccw_slow_01_02_12,slow
43,AB09,levelground_ccw_slow_01_02_13,slow
44,AB09,levelground_ccw_slow_01_03_04,slow
45,AB09,levelground_ccw_slow_01_03_11,slow
46,AB09,levelground_ccw_slow_01_03_12,slow
47,AB09,levelground_ccw_slow_01_03_13,slow
48,AB09,levelground_ccw_slow_01_03_14,slow
49,AB09,levelground_ccw_slow_01_04_03,slow
50,AB09,levelground_ccw_slow_01_04_04,slow
51,AB09,levelground_ccw_slow_01_04_10,slow
